Time,Link,Text,Hashtags,User,Favorites,Following,Followers,Retweets,Urls,UrlTitle,UrlDesc,UrlImg,ImageUrls,ReplyURL
2020-10-24 12:58:03,https://twitter.com/IndicioID/status/1319986512851775488,"“Implementation [of #decentralizedidentity] is frustrated because implementation requires a lot more than a wallet. It requires a fully functional, seamless ecosystem to seed adoption.”

Wallets are one small piece of the #selfsovereignidentity puzzle 🧩  https://t.co/JMikWzbo8b","['decentralizedidentity', 'selfsovereignidentity']",IndicioID,2,211,169,2,['https://indicio.tech/blog/moving-decentralized-identity-beyond-wallet-mania/'],['Moving decentralized identity beyond Wallet Mania | Indicio Tech'],[None],['https://indicio.tech/wp-content/uploads/Walletmania.jpg'],[],
2020-10-22 11:06:01,https://twitter.com/IndicioID/status/1319233543545958402,"Building the future of #digitalidentity  requires having the right tools and services. Businesses need a way to build, test, &amp; demo their identity solutions on a reliable test network run by staff with a deep knowledge of #decentralizedidentity.

#IIW https://t.co/SLCg9f7lrO","['digitalidentity', 'decentralizedidentity', 'IIW']",IndicioID,2,211,169,1,['https://indicio.tech/blog/the-indicio-testnet/'],['Indicio Tech | TestNet | The Indicio TestNet'],"[""We have launched our TestNet. You asked for a robust, reliable, decentralized identity network to build, test and demo your projects and now it's here.""]",['https://indicio.tech/wp-content/uploads/network.jpg'],[],
2020-10-21 01:24:26,https://twitter.com/IndicioID/status/1318724795262029831,"“The only question is what to we need to do to give an an emerging technology the velocity required for it to be easily usable?”

🚀

#IIW #IIW31 #decentralizedidentity #selfsovereignidentity #ssi #opensourcetechnology #opensource  https://t.co/egDl4q7Ux8","['IIW', 'IIW31', 'decentralizedidentity', 'selfsovereignidentity', 'ssi', 'opensourcetechnology', 'opensource']",IndicioID,3,211,169,1,['https://indicio.tech/blog/three-things-that-will-launch-decentralized-identity-into-commercial-reality/'],['Three things that will launch decentralized identity into commercial reality | Indicio Tech'],"['Decentralized identity is the solution to critical challenges in managing identity online. Getting these solutions to market requires focusing on the three Es: Ecosystem, Evolution, and Execution.']",['https://indicio.tech/wp-content/uploads/rocket.jpg'],[],
2020-10-21 00:30:56,https://twitter.com/IndicioID/status/1318711330522660864,Minimum device session- starting now! #IIW31 #iiw #decentralizedidentity,"['IIW31', 'iiw', 'decentralizedidentity']",IndicioID,2,211,169,0,[],[],[],[],[],https://twitter.com/1035665738806321152/1318697006802604033
2020-10-23 20:08:57,https://twitter.com/jameskschulte/status/1319732563338874880,Come check out @IndicioID and other finalist next Tuesday as part of @DHSgov 's Digital Wallets Challenge! Should be fun! #selfsovereignidentity #verifiablecredentials #decentralizedidentity https://t.co/HIfpWkCHmy,"['selfsovereignidentity', 'verifiablecredentials', 'decentralizedidentity']",jameskschulte,8,1095,336,2,['https://twitter.com/dhsscitech/status/1319356614483259392'],[None],"[""We've detected that JavaScript is disabled in your browser. Would you like to proceed to legacy Twitter?""]",[None],[],
2020-10-23 20:08:57,https://twitter.com/jameskschulte/status/1319732563338874880,Come check out @IndicioID and other finalist next Tuesday as part of @DHSgov 's Digital Wallets Challenge! Should be fun! #selfsovereignidentity #verifiablecredentials #decentralizedidentity https://t.co/HIfpWkCHmy,"['selfsovereignidentity', 'verifiablecredentials', 'decentralizedidentity']",jameskschulte,8,1095,336,2,['https://twitter.com/dhsscitech/status/1319356614483259392'],[None],"[""We've detected that JavaScript is disabled in your browser. Would you like to proceed to legacy Twitter?""]",[None],[],
2020-10-23 20:50:06,https://twitter.com/JonHBlack_CX/status/1319742920153419776,"For those interested in #SSI #selfsovereignidentity #verifiablecredentials #decentralized #identity and #ux #uxdesign , this might prove interesting, not to mention #DHS interests. https://t.co/sDHGQN87uk","['SSI', 'selfsovereignidentity', 'verifiablecredentials', 'decentralized', 'identity', 'ux', 'uxdesign', 'DHS']",JonHBlack_CX,2,1487,333,0,['https://twitter.com/dhsscitech/status/1319356614483259392'],[None],"[""We've detected that JavaScript is disabled in your browser. Would you like to proceed to legacy Twitter?""]",[None],[],
2020-10-21 09:51:35,https://twitter.com/KrakenH2020/status/1318852423109234689,"1⃣ #SelfSovereignIdentity approach: centralizing the access and control of the data in the user🙎

2⃣ #Blockchain: trusted and secure data sharing and analysis platform by adapting state-of-the-art technologies 🧑‍💻

https://t.co/wCkAeoh6O2 https://t.co/CpqSiaFywU","['SelfSovereignIdentity', 'Blockchain']",KrakenH2020,2,192,129,0,['https://bit.ly/2Xubm40'],['Objectives | Kraken'],"['Facilitating the implementation of a highly trusted and secure, yet scalable and efficient personal data sharing and analysis platform by adapting state-of-the-art technologies and building on existing computing platforms (CREDENTIAL and MHMD).']",[None],['https://pbs.twimg.com/ext_tw_video_thumb/1318852060285177858/pu/img/WEFXdlguVzl3AoQu.jpg'],https://twitter.com/1221795001216139264/1318852404230688770
2020-10-22 20:08:32,https://twitter.com/NickyHickman11/status/1319370072633315329,Is paper the key to #selfsovereignidentity adoption? #IIW session in breakout K with @philippePage1 from @humancolossus stepping us through the real world now,"['selfsovereignidentity', 'IIW']",NickyHickman11,1,166,68,2,[],[],[],[],[],
2020-10-22 19:52:41,https://twitter.com/NickyHickman11/status/1319366084517105665,"My favourite #IIW session so far - not-so-smart wallets.  Thank you @kimdhamilton and Orie Steele - wonderful discussion, perfect hosting
#digitalwallets #selfsovereignidentity","['IIW', 'digitalwallets', 'selfsovereignidentity']",NickyHickman11,1,166,68,0,[],[],[],[],[],
2020-10-21 19:36:09,https://twitter.com/NickyHickman11/status/1318999532835844096,self-sovereign things? no really - #IIW session on #selfsovereignidentity and #iot starting now,"['IIW', 'selfsovereignidentity', 'iot']",NickyHickman11,5,166,68,1,[],[],[],[],[],
2020-10-21 17:55:49,https://twitter.com/NickyHickman11/status/1318974284350488582,More from the #selfsovereignidentity chocolate box 19.30 UTC - #IIW session from @SovrinID 's #ssi in #iot task force on this and our new #iot working group.  From Things derive human context and #identity is a function of context.... https://t.co/31tg7jblPn,"['selfsovereignidentity', 'IIW', 'ssi', 'iot', 'iot', 'identity']",NickyHickman11,4,166,68,2,['https://twitter.com/SovrinID/status/1318970021499064320'],[None],"[""We've detected that JavaScript is disabled in your browser. Would you like to proceed to legacy Twitter?""]",[None],[],
2020-10-21 17:13:01,https://twitter.com/NickyHickman11/status/1318963512924917761,"Yes #selfsovereignidentity is for Things too!  Meet Jamie, Bob and Bessie the Cow to find out more about how #ssi helps #iot https://t.co/U1vTFJO07n","['selfsovereignidentity', 'ssi', 'iot']",NickyHickman11,1,166,68,1,['https://twitter.com/SovrinID/status/1318934723167649799'],[None],"[""We've detected that JavaScript is disabled in your browser. Would you like to proceed to legacy Twitter?""]",[None],[],
2020-10-21 14:21:52,https://twitter.com/NickyHickman11/status/1318920443575885825,"main insight from @iRespond's presentation on their Birth Attestation Project - #inclusivedesign works - this solution for refugees also works for many elderly, homeless and digitally excluded people in advanced economies
#digitalinclusion #identity for all #selfsovereignidentity","['inclusivedesign', 'digitalinclusion', 'identity', 'selfsovereignidentity']",NickyHickman11,2,166,68,1,[],[],[],[],[],
2020-10-21 09:45:23,https://twitter.com/NickyHickman11/status/1318850863679627265,"Amazing #IIW session from @Kiva , another @SovrinID  Steward delivering #identity for all using #verifiablecredentials and #selfsovereignidentity for #FinancialInclusion in Sierra Leone.","['IIW', 'identity', 'verifiablecredentials', 'selfsovereignidentity', 'FinancialInclusion']",NickyHickman11,8,166,68,2,[],[],[],[],[],
2020-10-27 19:36:54,https://twitter.com/NickyHickman11/status/1321174051545587713,"Don't underestimate how important this is.  Congratulations to the fabulous open community @trustoverip  for this huge step in building an identity layer for the internet. Remember SSI is not here to compete, only enable. #decentralizedidentity #interoperability #opensource https://t.co/rIt5i7ubH2","['decentralizedidentity', 'interoperability', 'opensource']",NickyHickman11,3,166,68,0,['https://twitter.com/trustoverip/status/1318281306845941760'],[None],"[""We've detected that JavaScript is disabled in your browser. Would you like to proceed to legacy Twitter?""]",[None],[],
2020-10-27 08:29:56,https://twitter.com/NilimaP/status/1321006201346367488,#StaySafe and secure #digitalhealth solutions will help us all keep moving  as we navigate through #COVID19 and any other pandemics that come our way. Let’s be in control of our own data.. or should I say destiny?  #selfsovereignidentity #HealthTech #TentoHealth @tento_health https://t.co/dSH1AyS4p8,"['StaySafe', 'digitalhealth', 'COVID19', 'selfsovereignidentity', 'HealthTech', 'TentoHealth']",NilimaP,0,1264,999,0,['https://twitter.com/healthcareguru/status/1320651072831012864'],[None],"[""We've detected that JavaScript is disabled in your browser. Would you like to proceed to legacy Twitter?""]",[None],[],
2020-10-21 15:01:16,https://twitter.com/robvank/status/1318930359057338369,"Why is the debate on Identity happening now and why is it so important?
#Selfsovereignidentity
#SSI
check
https://t.co/8Lv5fvsIbt
chat
https://t.co/mENHYJXhSb
#identity","['Selfsovereignidentity', 'SSI', 'identity']",robvank,0,17832,17266,0,"['https://www.disposableidentities.eu/rob-van-kranenburg-disposable-id-why-debate-identity-happening-now-and-why-it-so-important', 'https://t.me/joinchat/PVV8JxfWegIq3SlFMuS1Gg']","['Rob van Kranenburg: Disposable ID: Why is the debate on Identity happening now and why is it so important? | disposable identities', 'Disposable Health ID (DHID)']","['Why is the debate on Identity happening now and why is it so important?\n\nThe classical tools and theories of the international political economy and diplomacy were the product of and well suited for the analogue world, where old strategies built on resource scarcity and ‘real’ events with physical objects apply.', None]","[None, 'https://telegram.org/img/t_logo.png']",[],
2020-10-23 17:08:04,https://twitter.com/SearchSecurity/status/1319687043291766784,Self-sovereign identity means that the identity of a person (or device or organization) is neither dependent on nor subjected to any other power or state. Learn more about the principles of #SSI. #DigitalIdentity #DecentralizedIdentity https://t.co/IJlMXP27ZD https://t.co/ucKYOQ52en,"['SSI', 'DigitalIdentity', 'DecentralizedIdentity']",SearchSecurity,0,1082,27713,0,['https://bit.ly/3cUBdIL'],['How self-sovereign identity principles suit the modern world'],"[""As the decentralized digital identity model began to garner interest, it quickly developed the moniker 'self-sovereign identity.' Industry experts Drummond Reed and Alex Preukschat discussed the primary self-sovereign identity principles and their implications.""]",['https://cdn.ttgtmedia.com/visuals/searchTelecom/wireless_mobile_networks/telecom_article_014.jpg'],['https://pbs.twimg.com/tweet_video_thumb/ElB4XhnW0AIiaAe.jpg'],
2020-10-21 19:29:03,https://twitter.com/SearchSecurity/status/1318997747354292225,Self-sovereign identity means that the identity of a person (or device or organization) is neither dependent on nor subjected to any other power or state. Learn more about the principles of #SSI. #DigitalIdentity #DecentralizedIdentity https://t.co/IJlMXP27ZD https://t.co/7Gvst3IJey,"['SSI', 'DigitalIdentity', 'DecentralizedIdentity']",SearchSecurity,1,1082,27713,0,['https://bit.ly/3cUBdIL'],['How self-sovereign identity principles suit the modern world'],"[""As the decentralized digital identity model began to garner interest, it quickly developed the moniker 'self-sovereign identity.' Industry experts Drummond Reed and Alex Preukschat discussed the primary self-sovereign identity principles and their implications.""]",['https://cdn.ttgtmedia.com/visuals/searchTelecom/wireless_mobile_networks/telecom_article_014.jpg'],['https://pbs.twimg.com/tweet_video_thumb/Ek4FdMPXUAAIEER.jpg'],
2020-10-22 04:29:37,https://twitter.com/shuahmed/status/1319133783766016000,"#Fujitsu, #JCB, and #MizuhoBank test a digital identity system that enables secure transactions involving sensitive user ID information between companies and industries

#digitalidentity #selfsovereignidentity #decentralized  #blockchain https://t.co/astive2gZj","['Fujitsu', 'JCB', 'MizuhoBank', 'digitalidentity', 'selfsovereignidentity', 'decentralized', 'blockchain']",shuahmed,0,1014,267,0,['https://lnkd.in/dzY228q'],"['\r\n\tFujitsu, JCB, and Mizuho Bank to Test Digital Identity Interoperability - Fujitsu Global\r\n']","['Fujitsu Limited, JCB Co., Ltd. and Mizuho Bank, Limited. today announced a joint demonstration trial aimed at further advancing a digital society in which digitally managed information attributable to individuals (i.e. ID information) can be safely and securely transacted online, distributed and linked between different industries. ']",[None],[],
2020-10-21 22:12:48,https://twitter.com/Weave/status/1319038956005064704,"I’m proud to have helped author this breakthrough whitepaper on the Identity of Things - using self-sovereign identity technologies to improve facts and transparency in the food supply. #ssi #selfsovereignidentity #iiot #identityofthings

https://t.co/kRBOB0GIJ2","['ssi', 'selfsovereignidentity', 'iiot', 'identityofthings']",Weave,3,1963,4997,1,['https://sovrin.org/sovrin-foundation-advances-robust-identity-for-connected-thing'],['Sovrin Foundation Advances Robust Identity for Connected Things - Sovrin'],"['New whitepaper to address identity of Internet of Things (IoT) Provo, UT October 21, 2020 – The Sovrin Foundation, an international nonprofit providing secure and privacy-enhancing digital identity for all, today announced the release of a new whitepaper, “Self-Sovereign Identity & IoT”,\xa0highlighting the personal, business and societal benefits of high-assurance digital identity for connected devices, […]']",['https://sovrin.org/wp-content/uploads/2018/10/opengraphshare.jpg'],[],
